qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species	contig_id
contig_1118_11	AUI39789.1	46.2	199	104	2	85	283	1	196	1.57e-51	171.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_1118
contig_933_3	QFG73671.1	33.2	376	230	11	29	397	5	366	1.66e-51	180.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_933
contig_881_3	UYE94304.1	25.8	900	484	28	98	838	215	1089	1.9e-51	202.0	251749.0	Phaeocystis globosa virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus	contig_881
contig_135_2	ARF10911.1	29.6	470	277	13	17	474	9	436	6.29e-51	190.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_135
contig_586_4	UPW42252.1	69.5	141	31	2	30	170	563	691	6.64e-51	181.0	2937230.0	Xisha Islands farmland mitovirus 5		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae		Xisha Islands farmland mitovirus 5	contig_586
contig_1029_11	QFG74176.1	35.9	326	181	8	5	309	10	328	8.15e-51	176.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_1029
contig_805_3	UUU46892.1	54.5	167	72	2	7	169	349	515	1.27e-50	173.0	65424.0	Red seabream iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus	Megalocytivirus pagrus1	contig_805
contig_408_2	QBK89212.1	55.0	129	58	0	1	129	18	146	2.23e-50	160.0	2506609.0	Mimivirus LCMiAC02		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC02	contig_408
contig_77_17	AYV78226.1	54.8	146	64	2	3	148	269	412	7.1e-50	167.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_77
contig_134_13	ARF08387.1	29.5	590	336	16	2	526	45	619	7.84e-50	185.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_134
contig_497_14	QIG59838.1	32.2	394	223	8	73	425	18	408	4.34e-49	178.0	2704074.0	Dishui Lake phycodnavirus 3		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui Lake phycodnavirus 3	contig_497
contig_228_7	AYV80670.1	32.6	356	214	6	107	458	101	434	4.78e-49	187.0	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_228
contig_1023_6	QFG73887.1	38.1	294	164	7	37	320	24	309	9.97e-49	171.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_1023
contig_725_9	QFG74715.1	36.9	255	152	4	1	248	1	253	2.27e-48	163.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_725
contig_162_2	WZO89041.1	36.0	317	181	11	1	307	1	305	3.7299999999999997e-48	173.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_162
contig_270_5	ARF08656.1	39.0	228	136	3	2	226	268	495	2.51e-47	166.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_270
contig_711_8	QBK87565.1	41.7	211	117	4	6	214	4	210	2.88e-47	158.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_711
contig_921_7	AYV75407.1	53.9	141	64	1	170	310	13	152	4.730000000000001e-47	159.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_921
contig_938_1	AYV77848.1	45.6	149	81	0	4	152	10	158	5.120000000000001e-47	154.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_938
contig_1159_18	WZO79766.1	49.7	165	81	2	1	164	204	367	7.83e-47	159.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_1159
contig_279_3	YP_009448872.1	34.5	328	187	10	8	311	5	328	9.69e-47	171.0	2023057.0	Orpheovirus IHUMI-LCC2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense	contig_279
contig_1022_10	YP_001426582.1	24.7	667	376	16	230	840	163	759	3.5299999999999996e-46	181.0	411359.0	Acanthocystis turfacea chlorella virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus heliozoae	contig_1022
contig_663_1	QKF93918.1	41.0	234	130	4	13	242	6	235	1.17e-45	162.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_663
contig_507_11	WZH58139.1	46.7	167	89	0	1	167	1	167	2.79e-45	152.0	3129317.0	Chrocabisk virus		Orthornavirae	Lenarviricota	Amabiliviricetes				Chrocabisk virus	contig_507
contig_950_2	QBK87565.1	39.8	216	114	4	8	216	4	210	2.98e-45	153.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_950
contig_334_2	QBK88781.1	31.1	386	240	10	4	369	23	402	3.5e-45	164.0	2506608.0	Mimivirus LCMiAC01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC01	contig_334
contig_65_14	BAD00047.1	36.2	282	167	7	5	280	278	552	3.59e-45	166.0	3052230.0	Hepacivirus hominis		Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus hominis	contig_65
contig_236_17	QFG74471.1	36.0	308	175	10	76	374	66	360	4.26e-45	172.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_236
contig_968_7	QBK87111.1	49.1	175	87	2	204	378	344	516	4.76e-45	166.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_968
contig_164_5	BCS83197.1	35.9	287	164	7	9	284	9	286	2.92e-44	158.0	2811091.0	Cotonvirus japonicus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Cotonvirus	Cotonvirus japonicum	contig_164
contig_488_4	WZO86892.1	26.9	610	386	13	70	637	32	623	7.79e-44	172.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_488
contig_76_13	WZO75052.1	49.3	146	74	0	1	146	1	146	1.54e-43	149.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_76
contig_837_7	AYV76607.1	41.6	209	113	4	7	209	3	208	1.99e-43	149.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_837
contig_270_6	ARF11617.1	39.3	257	141	6	9	256	10	260	5.1500000000000014e-43	156.0	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_270
contig_22_4	ARF09735.1	35.4	243	138	6	12	247	13	243	5.320000000000001e-43	151.0	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_22
contig_460_1	QFG74099.1	33.6	265	165	5	4	261	258	518	5.7000000000000015e-43	161.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_460
contig_1131_8	QBK87451.1	50.0	134	63	1	8	141	11	140	6.58e-43	142.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_1131
contig_34_8	XHR79287.1	40.3	181	101	4	59	236	20	196	8.06e-43	150.0	3057169.0	Micromonas commoda virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas commoda virus	contig_34
contig_863_2	ARF08647.1	39.7	204	116	2	4	202	2	203	1.0399999999999998e-42	145.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_863
contig_384_3	AYV81010.1	25.2	831	515	22	16	791	21	799	1.2899999999999998e-42	170.0	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_384
contig_117_17	QBK85739.1	40.8	223	119	6	16	229	234	452	1.57e-42	152.0	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_117
contig_828_8	QDY52375.1	48.7	154	67	2	5	146	372	525	1.62e-42	153.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_828
contig_455_19	BBI30180.1	49.1	163	71	1	12	174	23	173	1.67e-42	151.0	3114988.0	Acanthamoeba castellanii medusavirus J1		Bamfordvirae	Nucleocytoviricota	Megaviricetes		Mamonoviridae	Medusavirus	Medusavirus medusae	contig_455
contig_1041_4	ARF12087.1	30.6	369	235	8	2	353	1	365	2.13e-42	157.0	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_1041
contig_251_2	QKF94351.1	52.7	131	57	2	29	159	30	155	2.56e-42	144.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_251
contig_18_4	AYV77848.1	45.2	157	83	1	126	279	9	165	3.99e-42	146.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_18
contig_1157_10	AYV78594.1	28.4	532	272	18	70	498	19	544	4.88e-42	161.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_1157
contig_590_6	CAK7597198.1	37.1	264	159	4	9	266	6	268	7.429999999999999e-42	156.0	3072188.0	Catovirus sp. 'naegleriensis'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'	contig_590
contig_833_1	AGE57609.1	29.6	496	285	12	2	484	93	537	1.03e-41	163.0	1278276.0	Acanthocystis turfacea Chlorella virus NTS-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus NTS-1	contig_833
contig_925_3	QFG74715.1	38.0	255	150	5	1	249	1	253	1.25e-41	146.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_925
contig_1002_1	XCA47502.1	42.6	197	102	4	6	201	5	191	1.52e-41	149.0	3057169.0	Micromonas commoda virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas commoda virus	contig_1002
contig_790_12	AUI39626.1	31.0	361	235	8	33	384	33	388	4.16e-41	152.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_790
contig_632_7	UUT40483.1	49.2	181	91	1	51	230	5	185	4.799999999999999e-41	142.0	2971331.0	carnivorous sponge associated iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		carnivorous sponge associated iridovirus	contig_632
contig_533_1	YP_003969781.1	36.0	200	121	1	1	200	280	472	5.85e-41	148.0	693272.0	Cafeteria roenbergensis virus BV-PW1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Rheavirus	Rheavirus sinusmexicani	contig_533
contig_1024_2	ARF11840.1	40.4	193	109	2	3	193	171	359	7.9e-41	145.0	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_1024
contig_273_2	BBI30359.1	27.1	487	300	14	3	472	11	459	1.2999999999999999e-40	155.0	3114988.0	Acanthamoeba castellanii medusavirus J1		Bamfordvirae	Nucleocytoviricota	Megaviricetes		Mamonoviridae	Medusavirus	Medusavirus medusae	contig_273
contig_232_4	QBK87125.1	34.2	266	167	6	3	266	4	263	1.4799999999999999e-40	144.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_232
contig_793_2	ARF12194.1	32.4	284	149	5	18	261	3	283	2.43e-40	145.0	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_793
contig_54_3	AEQ60736.1	28.8	430	277	11	2	408	41	464	3.11e-40	162.0	554168.0	Acanthamoeba castellanii mamavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Acanthamoeba castellanii mamavirus	contig_54
contig_108_7	XCW88432.1	49.0	145	73	1	1	145	1	144	3.2399999999999997e-40	135.0	2809551.0	Marseillevirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	Marseillevirus	Marseillevirus sp.	contig_108
contig_76_21	YP_007676115.1	31.8	314	196	6	52	364	40	336	4.33e-40	151.0	755272.0	Micromonas pusilla virus 12T		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas pusilla virus 12T	contig_76
contig_1131_14	WZO86567.1	28.1	420	263	11	5	403	72	473	4.58e-40	153.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_1131
contig_549_11	QDY52400.1	31.0	365	187	5	3	333	175	508	4.9299999999999995e-40	154.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_549
contig_298_4	ARF10911.1	27.5	403	254	8	139	534	211	582	5.5599999999999995e-40	162.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_298
contig_981_3	WPR17152.1	65.1	109	38	0	110	218	3	111	5.9199999999999995e-40	148.0	3066973.0	Moss associated narna-like virus 14		Orthornavirae	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae		Moss associated narna-like virus 14	contig_981
contig_58_4	QBK88781.1	32.0	381	230	12	3	361	23	396	7.17e-40	149.0	2506608.0	Mimivirus LCMiAC01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC01	contig_58
contig_1150_5	AYV84688.1	40.8	211	100	5	142	348	78	267	7.17e-40	148.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_1150
contig_126_3	QIZ31109.1	28.6	398	264	7	57	452	41	420	1.47e-39	153.0	2726183.0	Ostreococcus mediterraneus virus 2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus mediterraneus virus 2	contig_126
contig_981_2	QFG74328.1	45.1	182	94	4	31	212	16	191	1.81e-39	143.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_981
contig_95_4	QKF94107.1	25.5	797	446	28	2	672	4	778	2.82e-39	159.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_95
contig_1159_19	AGE55821.1	41.6	178	100	3	7	182	2	177	3.37e-39	140.0	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1	contig_1159
contig_245_2	AFC35023.1	30.3	436	257	12	38	440	18	439	4.27e-39	149.0	1120767.0	Ostreococcus tauri virus RT-2011		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus RT-2011	contig_245
contig_269_4	CAK7596390.1	36.7	240	128	6	96	330	22	242	5.39e-39	144.0	3072188.0	Catovirus sp. 'naegleriensis'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'	contig_269
contig_269_18	AYV76491.1	34.8	253	139	6	17	267	466	694	9.58e-39	147.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_269
contig_883_6	UPA43397.1	23.3	855	474	29	426	1205	392	1139	1.55e-38	161.0	2919373.0	Iridovirus CN01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Iridovirus	Iridovirus CN01	contig_883
contig_28_14	YP_007676115.1	32.6	282	176	3	60	341	52	319	1.72e-38	144.0	755272.0	Micromonas pusilla virus 12T		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas pusilla virus 12T	contig_28
contig_792_6	UKZ11061.1	32.0	347	216	8	9	336	43	388	1.9699999999999998e-38	149.0	2909297.0	Emiliania huxleyi virus M1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus M1	contig_792
contig_981_1	QFG74328.1	44.1	145	80	1	1	144	251	395	2.2399999999999998e-38	137.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_981
contig_505_7	QKF94091.1	37.3	225	128	5	31	245	158	379	2.28e-38	144.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_505
contig_297_7	YP_001427052.1	28.9	357	236	7	2	358	16	354	2.78e-38	146.0	411359.0	Acanthocystis turfacea chlorella virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus heliozoae	contig_297
contig_1108_2	ARF10911.1	38.0	245	142	6	38	275	195	436	3.95e-38	146.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_1108
contig_599_4	ARF10911.1	30.7	401	253	9	73	465	205	588	4.5e-38	155.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_599
contig_451_5	QKF94547.1	34.3	242	151	5	20	257	18	255	9.03e-38	136.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_451
contig_1143_50	UZT29310.1	33.3	294	170	7	293	569	1	285	1.05e-37	146.0	2809609.0	Nucleocytoviricota sp.		Bamfordvirae	Nucleocytoviricota					Nucleocytoviricota sp.	contig_1143
contig_883_17	AYV78014.1	28.3	446	255	14	9	398	27	463	1.2000000000000002e-37	148.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_883
contig_114_2	YP_007674695.1	49.2	120	57	1	7	126	7	122	2.19e-37	128.0	754064.0	Ostreococcus lucimarinus virus OlV5		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus OlV5	contig_114
contig_684_7	QDY52085.1	45.3	159	81	2	11	163	1	159	6.72e-37	133.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_684
contig_68_6	QBK87565.1	37.7	212	125	5	6	215	4	210	8.54e-37	131.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_68
contig_406_2	QKF94120.1	26.2	676	418	24	20	672	35	652	8.61e-37	150.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_406
contig_1053_1	QFG74471.1	51.8	139	66	1	3	141	745	882	1.2e-36	136.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_1053
contig_111_3	WZO86567.1	29.0	372	241	8	6	364	72	433	2.54e-36	142.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_111
contig_15_3	BBI30359.1	26.4	478	297	13	2	462	20	459	5.5500000000000004e-36	142.0	3114988.0	Acanthamoeba castellanii medusavirus J1		Bamfordvirae	Nucleocytoviricota	Megaviricetes		Mamonoviridae	Medusavirus	Medusavirus medusae	contig_15
contig_1006_12	AHJ40166.2	27.4	350	218	7	14	340	65	401	6.96e-36	137.0	1461100.0	Samba virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense	contig_1006
contig_420_10	ATZ80629.1	46.2	173	60	4	48	204	167	322	1.05e-35	135.0	2024608.0	Bodo saltans virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense	contig_420
contig_61_13	QFG74725.1	43.4	173	90	3	1	173	378	542	2.45e-35	133.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_61
contig_425_13	UKZ11061.1	28.9	357	237	6	38	380	89	442	3.37e-35	141.0	2909297.0	Emiliania huxleyi virus M1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus M1	contig_425
contig_216_7	AUI39789.1	38.0	192	117	2	40	230	1	191	4.14e-35	127.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_216
contig_752_7	AUI39789.1	38.0	192	117	2	41	231	1	191	4.26e-35	127.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_752
