qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_1068_71	QFG73887.1	34.9	307	183	6	8	305	11	309	4.29e-50	174.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1068_72	QKU33884.1	24.0	572	283	20	10	557	47	490	2.2500000000000002e-21	101.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1068_76	CAK7597190.1	30.4	484	298	13	76	540	35	498	1.1099999999999999e-55	211.0	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_1068_78	ALR84285.1	32.2	171	115	1	26	196	70	239	4.89e-27	110.0	1766765.0	Niemeyer virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Niemeyer virus
contig_1068_79	YP_009174129.1	25.4	362	225	9	72	414	3	338	6.06e-25	108.0	1586712.0	Yellowstone lake mimivirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Yellowstone lake mimivirus
contig_1068_88	CAK7596888.1	29.3	157	105	2	10	162	401	555	2.85e-15	79.0	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_1068_91	AYV78352.1	33.6	521	322	7	2	512	4	510	6.93e-84	276.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1068_93	QDY52114.1	24.3	247	173	5	4	248	230	464	2.54e-16	81.6	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1068_123	QKU35261.1	27.7	235	140	8	186	400	163	387	4.09e-13	74.3		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1068_131	QPI16131.1	39.7	527	299	9	4	529	7	515	2.82e-107	334.0	2763269.0	Virus NIOZ-UU157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU157
contig_1068_132	WZH58786.1	36.5	85	54	0	2	86	4	88	2.13e-06	50.1	3129788.0	Chronavorn virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Chronavorn virus
contig_1068_143	QFG74086.1	29.7	111	59	4	26	117	23	133	1.46e-06	50.1	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1068_144	QKU34499.1	30.9	431	248	8	6	388	26	454	4.73e-62	210.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1068_146	WZO86740.1	28.5	330	202	11	6	307	81	404	1.8499999999999999e-28	117.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1068_147	QKF94225.1	27.2	206	127	5	178	374	721	912	3.53e-13	76.3	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1069_1	AUV58321.1	32.6	218	137	2	14	221	78	295	1.17e-25	108.0	2071566.0	Bandra megavirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Megavirus	Bandra megavirus
contig_1069_5	AYV84927.1	26.4	474	264	20	25	479	220	627	1.78e-28	122.0	2487771.0	Satyrvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Satyrvirus sp.
contig_1069_25	QDY52400.1	23.9	393	266	15	128	496	152	535	6.93e-17	87.4	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1069_27	AYV82542.1	29.0	248	170	4	2	244	64	310	1.1e-18	87.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1069_30	QOI90377.1	42.0	69	35	2	7	70	38	106	5.04e-10	54.7	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1069_48	YP_001425742.1	31.4	643	402	9	9	622	28	660	6.43e-83	277.0	399781.0	Paramecium bursaria Chlorella virus FR483	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus conductrix
contig_1069_50	ATZ80629.1	45.5	448	239	5	4	448	6	451	2.6100000000000002e-132	392.0	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_1069_53	QFG74153.1	23.1	295	212	6	145	429	28	317	4.4e-11	68.6	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1069_59	QOR60103.1	36.3	113	63	2	255	367	349	452	7.77e-10	64.3	2530038.0	Bathycoccus sp. RCC716 virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Bathycoccus sp. RCC716 virus 1
contig_1069_62	ARF09888.1	28.0	211	134	7	11	212	339	540	1.39e-15	82.0	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1069_69	AYV84548.1	29.4	187	123	5	41	224	21	201	3.23e-12	68.6	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1069_72	SPN79811.1	36.6	191	96	7	25	205	28	203	8.24e-19	88.6	2126980.0	Brazilian cedratvirus IHUMI	N/A	N/A	N/A	N/A	N/A	N/A	Alphacedratvirus	Alphacedratvirus brasiliense
contig_1069_75	QFG74328.1	28.8	299	207	4	27	321	20	316	2.62e-39	146.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1069_79	QKF94406.1	44.1	261	134	3	19	272	10	265	2.69e-62	207.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1069_85	YP_003422449.1	31.9	226	136	5	34	245	21	242	1.67e-27	109.0	36355.0	Pseudalatia unipuncta granulovirus	N/A	N/A	N/A	Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus myunipunctae
contig_1069_88	QDY52085.1	41.4	326	173	7	4	314	1	323	8.52e-74	233.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1069_105	YP_009001225.1	29.3	208	131	6	25	220	65	268	1.96e-19	91.3	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1069_112	SPN79811.1	28.6	220	139	7	17	230	21	228	1.73e-14	80.1	2126980.0	Brazilian cedratvirus IHUMI	N/A	N/A	N/A	N/A	N/A	N/A	Alphacedratvirus	Alphacedratvirus brasiliense
contig_1069_140	AYV78344.1	24.6	544	366	11	155	673	148	672	3.47e-39	157.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1069_144	WIL03931.1	25.6	160	111	3	139	294	142	297	1.3e-08	59.3	3032484.0	Cedratvirus lena	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Cedratvirus lena
contig_1069_148	WZH61605.1	28.8	104	73	1	265	368	49	151	6.07e-07	53.5	3131568.0	Sonahax virus	N/A	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	N/A	Sonahax virus
contig_1069_152	WZO86567.1	28.6	381	235	15	1	368	68	424	2.4799999999999997e-23	105.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1069_161	AYV80835.1	31.0	248	161	3	3	245	62	304	1.1e-20	92.4	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1070_9	YP_009173394.1	35.8	218	122	4	82	299	65	264	6.04e-36	133.0	455364.0	Chrysochromulina ericina virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Chrysochromulina ericina virus
contig_1071_1	WGU26825.1	24.8	367	252	12	1	351	187	545	7.39e-08	58.2	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_1071_3	QKF94119.1	22.7	454	280	14	35	452	99	517	6.0299999999999995e-24	109.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1071_6	QKU33701.1	29.0	276	181	5	61	333	1157	1420	3.5599999999999996e-23	111.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1073_2	AGE56295.1	27.8	230	144	6	13	239	3	213	1.71e-15	76.6	1278261.0	Paramecium bursaria Chlorella virus NE-JV-1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus NE-JV-1
contig_1073_3	YP_009001498.1	28.3	230	144	5	15	241	464	675	2.12e-15	81.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1073_7	ARF09189.1	48.9	399	200	3	41	438	4	399	2.06e-124	370.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1073_11	AYV77759.1	30.9	110	71	1	59	163	40	149	7e-08	55.8	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1073_14	XKM46480.1	29.0	400	249	9	47	439	40	411	1.63e-43	164.0	3378357.0	Micromonas commoda virus 20T	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas commoda virus 20T
contig_1073_18	AYV83564.1	23.1	571	299	15	10	567	6	449	7.580000000000001e-21	99.8	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1073_21	YP_008318610.1	35.0	157	100	1	82	238	283	437	3.71e-21	95.1	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_1073_35	YP_009430141.1	35.1	131	83	1	19	147	763	893	2.79e-12	70.1	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1073_37	QBK89352.1	41.7	228	108	1	3	230	2	204	4.4599999999999995e-52	171.0	2506609.0	Mimivirus LCMiAC02	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC02
contig_1073_38	QIZ31255.1	35.2	71	44	1	53	123	42	110	2.92e-07	49.7	2726183.0	Ostreococcus mediterraneus virus 2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus mediterraneus virus 2
contig_1073_39	AIB51754.1	37.7	69	42	1	3	70	14	82	1.5e-12	60.8	1477405.0	Faustovirus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Faustovirus
contig_1073_47	XCJ77313.1	35.1	245	151	4	50	293	21	258	1.62e-38	140.0	2008368.0	Micromonas polaris virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Micromonas polaris virus
contig_1073_48	AGE53021.1	32.0	412	222	16	6	391	25	404	1.63e-29	124.0	1278251.0	Paramecium bursaria Chlorella virus CZ-2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus CZ-2
contig_1074_3	QBK87344.1	31.9	163	103	5	136	290	24	186	1.17e-08	60.1	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_1074_11	AYV81860.1	33.0	646	397	10	19	660	10	623	9.55e-110	347.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1074_13	WZH58786.1	52.5	61	29	0	19	79	7	67	9.39e-07	51.2	3129788.0	Chronavorn virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Chronavorn virus
contig_1074_34	QBK88329.1	35.0	197	119	3	374	569	87	275	1.54e-29	122.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1074_47	WZH58786.1	37.3	102	52	2	4	97	2	99	2.62e-07	52.8	3129788.0	Chronavorn virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Chronavorn virus
contig_1074_48	QKF94836.1	26.9	130	90	1	77	201	98	227	4.84e-06	53.1	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1077_4	WIF15735.1	32.4	105	66	1	20	119	82	186	8.45e-09	57.8	205075.0	Candidatus Rickettsia tarasevichiae	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia tarasevichiae
contig_1077_8	BAM73347.1	32.4	1057	630	23	1	1012	29	1045	3.9e-147	469.0	946522.0	Human alphaherpesvirus 1 strain RH2	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Simplexvirus	Simplexvirus humanalpha1
contig_1077_9	WZH58786.1	51.6	62	30	0	15	76	6	67	6.79e-09	57.4	3129788.0	Chronavorn virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Chronavorn virus
contig_1077_19	XCJ77313.1	34.0	238	152	4	21	256	21	255	2.57e-38	139.0	2008368.0	Micromonas polaris virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Micromonas polaris virus
contig_1077_20	QDY52327.1	31.8	170	108	3	94	259	101	266	2.69e-13	72.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1077_22	AYV76580.1	32.1	234	147	5	16	242	5	233	2.49e-30	117.0	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_1079_9	QOI90522.1	37.9	642	318	13	271	898	10	584	2.36e-113	364.0	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1079_10	XAO13562.1	44.1	567	277	12	34	591	25	560	3.24e-133	405.0	3111543.0	Mantoniella tinhauana virus 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mantoniella tinhauana virus 1
contig_1079_12	QBK85278.1	30.2	96	65	2	36	130	43	137	1.46e-06	48.5	2506607.0	Iridovirus LCIVAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	Iridovirus LCIVAC01
contig_1079_14	QBK85278.1	34.7	95	60	2	59	152	46	139	8.68e-07	49.7	2506607.0	Iridovirus LCIVAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	Iridovirus LCIVAC01
contig_1080_2	QMU95551.1	25.6	367	213	13	653	1010	1182	1497	6.63e-09	64.7	2760851.0	Bradybaena similaris medionivirus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Bradybaena similaris medionivirus
contig_1080_13	YP_009001225.1	29.9	231	129	10	18	236	74	283	3.03e-15	79.3	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1082_18	WZO87318.1	26.8	421	272	14	3	408	70	469	1.49e-23	107.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1082_19	QKU34257.1	30.3	231	135	9	64	286	218	430	4.55e-09	62.4		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1082_24	QKU33928.1	32.9	353	200	13	10	350	11	338	3.18e-34	136.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1082_25	QBK88329.1	28.6	220	139	6	14	229	74	279	5.78e-14	73.9	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1083_2	QOI90377.1	48.5	66	28	2	4	63	38	103	3.03e-13	62.8	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1083_4	XDO02360.1	26.8	205	142	4	67	267	56	256	1.8e-12	72.0	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1083_12	AWA44806.1	24.9	281	187	6	2	266	359	631	4.94e-20	93.2	4547.0	Saccharum officinarum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum	Saccharum officinarum
contig_1083_18	UUT40559.1	26.8	343	192	12	3	293	7	342	1.71e-15	83.2	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_1083_19	YP_009483375.1	29.6	287	174	12	18	283	29	308	2.36e-20	95.9	2107709.0	Pandoravirus quercus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus quercus
contig_1083_20	ARF12460.1	26.4	258	165	6	46	286	18	267	7.81e-17	84.7	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1083_29	QBK91883.1	42.4	323	154	9	1	294	1	320	3.0300000000000005e-70	224.0	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1083_34	YP_009430142.1	36.3	135	74	6	8	138	33	159	2.61e-16	75.5	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1083_39	WRW24642.1	41.1	270	152	3	9	271	9	278	2.19e-73	229.0	262968.0	Singapore grouper iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Ranavirus epinephelus1
contig_1083_41	AUF82510.1	43.2	733	405	5	29	755	81	808	3.17e-212	621.0	2060617.0	Tetraselmis virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense
contig_1083_42	AUF82538.1	26.9	223	147	4	7	226	51	260	5.669999999999999e-23	98.2	2060617.0	Tetraselmis virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense
contig_1083_45	YP_009001498.1	26.2	225	143	8	1	216	1205	1415	3.71e-09	61.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1083_51	ARF09735.1	28.2	262	138	10	42	295	40	259	1.02e-12	70.9	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1083_53	BBI30359.1	31.1	466	289	10	5	458	8	453	2.0500000000000002e-59	205.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_1083_60	QKF94206.1	26.3	289	192	9	8	288	24	299	3.23e-15	79.3	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1084_37	WZO87485.1	27.5	240	164	6	9	243	3	237	1.3e-16	80.9	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1085_14	AYV75213.1	25.4	236	166	4	74	300	135	369	4.7e-17	84.3	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_1085_15	ARF12652.1	39.4	94	56	1	43	136	34	126	8.99e-10	60.1	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1085_17	QBK92036.1	29.1	203	124	8	5	188	20	221	9.9e-13	69.7	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1087_6	QBK88800.1	27.3	139	97	1	19	153	418	556	1.55e-10	66.2	2506608.0	Mimivirus LCMiAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC01
contig_1087_18	QBK92036.1	32.7	171	100	7	3	161	16	183	2.06e-12	68.6	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1087_24	AYV77848.1	47.4	171	87	2	3	171	9	178	2.09e-50	163.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1087_25	AUI39625.1	27.7	238	161	5	4	237	14	244	3.79e-24	102.0	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1088_2	ARF10923.1	26.5	509	265	18	27	518	911	1327	6.740000000000001e-37	150.0	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_1088_3	ARF12650.1	27.4	157	91	8	14	159	923	1067	4.49e-06	50.8	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1088_18	QBK90089.1	25.8	229	141	6	143	344	243	469	7.61e-12	71.2	2506586.0	Pithovirus LCPAC101	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC101
contig_1088_41	QKU35303.1	32.2	115	76	1	15	129	13	125	6.41e-17	76.3		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1088_49	AAR26884.1	32.7	113	75	1	5	116	315	427	2.58e-08	54.3	231992.0	Feldmannia irregularis virus a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis
contig_1088_52	AGE56650.1	33.3	147	96	2	3	148	255	400	1.21e-17	82.0	1278274.0	Acanthocystis turfacea Chlorella virus NE-JV-2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus NE-JV-2
contig_1088_58	YP_009001225.1	31.3	227	142	6	36	254	63	283	3.5099999999999994e-23	102.0	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1088_62	AYV78344.1	24.2	702	479	23	41	716	3	677	4.59e-40	160.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1088_66	QBK84775.1	40.3	206	120	3	4	208	54	257	6.33e-34	132.0	2506600.0	Pithovirus LCDPAC01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCDPAC01
contig_1088_67	YP_009448802.1	32.8	204	113	9	1	199	2	186	1.23e-19	90.1	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_1089_1	QBK87088.1	32.5	203	110	8	13	202	356	544	1.26e-07	57.8	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1090_1	QHN71060.1	33.3	204	112	7	1	187	1	197	1.74e-20	91.7	2700071.0	Mollivirus kamchatka	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mollivirus kamchatka
