name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gihfavirus chorovivens	2843700	S	1827	0	1827	0.00001
Gihfavirus arvicola	2843699	S	245	0	245	0.00000
Gihfavirus geohabitans	2844651	S	185	0	185	0.00000
Gihfavirus arvadaptatum	2843698	S	170	0	170	0.00000
Timirovirus borboradaptatum	2846450	S	2449902	0	2449902	0.01560
Hodnevirus asiadaptatum	3429425	S	575705	0	575705	0.00367
Hodnevirus chthonovivens	2843802	S	177452	0	177452	0.00113
Hodnevirus neosolivivens	3429618	S	113073	0	113073	0.00072
Hodnevirus neotelluradaptatum	3429619	S	112655	0	112655	0.00072
Hodnevirus monoterricola	3429550	S	102889	0	102889	0.00066
Hodnevirus neotellurivivens	3429624	S	85491	0	85491	0.00054
Hodnevirus agrivicinum	3429296	S	34313	0	34313	0.00022
Hodnevirus monochorenecus	3429533	S	28642	0	28642	0.00018
Hodnevirus solenecus	2843816	S	24512	0	24512	0.00016
Hodnevirus neochthonocola	3429582	S	19847	0	19847	0.00013
Hodnevirus neoedaphocola	3429588	S	16519	0	16519	0.00011
Hodnevirus neopedovicinum	3429611	S	16224	0	16224	0.00010
Hodnevirus neoedaphadaptatum	3429586	S	14915	0	14915	0.00009
Hodnevirus paludicola	3429631	S	13485	0	13485	0.00009
Hodnevirus solicola	2843817	S	10594	0	10594	0.00007
Hodnevirus tellurivivens	2843826	S	9615	0	9615	0.00006
Hodnevirus neochorovivens	3429579	S	8584	0	8584	0.00005
Hodnevirus arvihabitans	3429422	S	8425	0	8425	0.00005
Hodnevirus agrihabitans	3429295	S	8377	0	8377	0.00005
Hodnevirus solivicinum	2843819	S	8179	0	8179	0.00005
Hodnevirus borborocola	3429429	S	7622	0	7622	0.00005
Hodnevirus monoagrivicinum	3429530	S	7398	0	7398	0.00005
Hodnevirus caenivicinum	3429431	S	7085	0	7085	0.00005
Hodnevirus mononeochorohabitans	3429539	S	6658	0	6658	0.00004
Hodnevirus solihabitans	2843818	S	6502	0	6502	0.00004
Hodnevirus neogeovivens	3429597	S	6239	0	6239	0.00004
Hodnevirus agradaptatum	3429292	S	6015	0	6015	0.00004
Hodnevirus monohumivicinum	3429536	S	5844	0	5844	0.00004
Hodnevirus chthonenecus	2843798	S	5803	0	5803	0.00004
Hodnevirus isochthonohabitans	3429485	S	5726	0	5726	0.00004
Hodnevirus limihabitans	2843812	S	5603	0	5603	0.00004
Hodnevirus geoadaptatum	2843804	S	5542	0	5542	0.00004
Hodnevirus limicola	2843811	S	4621	0	4621	0.00003
Hodnevirus soladaptatum	2843815	S	4435	0	4435	0.00003
Hodnevirus terradaptatum	2843827	S	4369	0	4369	0.00003
Hodnevirus agricola	3429294	S	4281	0	4281	0.00003
Hodnevirus limenecus	2843810	S	4193	0	4193	0.00003
Hodnevirus monotellurivivens	3429548	S	4099	0	4099	0.00003
Hodnevirus solivivens	2843820	S	3914	0	3914	0.00002
Hodnevirus neoagrihabitans	3429562	S	3787	0	3787	0.00002
Hodnevirus neoterrihabitans	3429628	S	3761	0	3761	0.00002
Hodnevirus neochorenecus	3429575	S	3649	0	3649	0.00002
Hodnevirus monohumihabitans	3429535	S	3528	0	3528	0.00002
Hodnevirus telluricola	2843823	S	3514	0	3514	0.00002
Hodnevirus isohumenecus	3429497	S	3404	0	3404	0.00002
Hodnevirus geovivens	2843809	S	3290	0	3290	0.00002
Hodnevirus geoenecus	2843806	S	3253	0	3253	0.00002
Hodnevirus neosolenecus	3429614	S	3097	0	3097	0.00002
Hodnevirus isoagradaptatum	3429471	S	3088	0	3088	0.00002
Hodnevirus neohumicola	3429600	S	2946	0	2946	0.00002
Hodnevirus neoterradaptatum	3429625	S	2774	0	2774	0.00002
Hodnevirus neoagradaptatum	3429559	S	2729	0	2729	0.00002
Hodnevirus tellurivicinum	2843825	S	2628	0	2628	0.00002
Hodnevirus neoagricola	3429561	S	2520	0	2520	0.00002
Hodnevirus arvivivens	3429424	S	2435	0	2435	0.00002
Hodnevirus neochorocola	3429576	S	2407	0	2407	0.00002
Hodnevirus chthonocola	2843799	S	2321	0	2321	0.00001
Hodnevirus geocola	2843805	S	2288	0	2288	0.00001
Hodnevirus neoedaphenecus	3429587	S	2258	0	2258	0.00001
Hodnevirus asienecus	3429426	S	2230	0	2230	0.00001
Hodnevirus neolimenecus	3429604	S	1959	0	1959	0.00001
Hodnevirus neosoladaptatum	3429613	S	1849	0	1849	0.00001
Hodnevirus neoterrenecus	3429626	S	1837	0	1837	0.00001
Hodnevirus pedovicinum	2843813	S	1710	0	1710	0.00001
Hodnevirus defluviicola	2843803	S	1706	0	1706	0.00001
Hodnevirus humivivens	3429470	S	1703	0	1703	0.00001
Hodnevirus neochorovicinum	3429578	S	1678	0	1678	0.00001
Hodnevirus neohumivicinum	3429602	S	1654	0	1654	0.00001
Hodnevirus neoagrivivens	3429564	S	1562	0	1562	0.00001
Hodnevirus chthonadaptatum	2843797	S	1548	0	1548	0.00001
Hodnevirus neotelluricola	3429621	S	1507	0	1507	0.00001
Hodnevirus neogeoenecus	3429594	S	1481	0	1481	0.00001
Hodnevirus monoterrivivens	3429551	S	1481	0	1481	0.00001
Hodnevirus monoterradaptatum	3429549	S	1471	0	1471	0.00001
Hodnevirus neotellurenecus	3429620	S	1449	0	1449	0.00001
Hodnevirus chorocola	3429435	S	1402	0	1402	0.00001
Hodnevirus isoedaphocola	3429490	S	1394	0	1394	0.00001
Hodnevirus neohumihabitans	3429601	S	1253	0	1253	0.00001
Hodnevirus monotellurihabitans	3429546	S	1245	0	1245	0.00001
Hodnevirus neoagrivicinum	3429563	S	1237	0	1237	0.00001
Hodnevirus humihabitans	3429468	S	1198	0	1198	0.00001
Hodnevirus tellurihabitans	2843824	S	1189	0	1189	0.00001
Hodnevirus edaphenecus	3429446	S	1141	0	1141	0.00001
Hodnevirus telluradaptatum	2843821	S	1133	0	1133	0.00001
Hodnevirus neochthonadaptatum	3429580	S	1131	0	1131	0.00001
Hodnevirus neochthonohabitans	3429583	S	1110	0	1110	0.00001
Hodnevirus neosolivicinum	3429617	S	1105	0	1105	0.00001
Hodnevirus neoagrenecus	3429560	S	1032	0	1032	0.00001
Hodnevirus terrenecus	3429742	S	1031	0	1031	0.00001
Hodnevirus neohumenecus	3429599	S	1020	0	1020	0.00001
Hodnevirus isohumadaptatum	3429496	S	1018	0	1018	0.00001
Hodnevirus tellurenecus	2843822	S	1002	0	1002	0.00001
Hodnevirus neochoradaptatum	3429574	S	987	0	987	0.00001
Hodnevirus neohumadaptatum	3429598	S	965	0	965	0.00001
Hodnevirus terrihabitans	3429743	S	949	0	949	0.00001
Hodnevirus terrivivens	3429745	S	935	0	935	0.00001
Hodnevirus neotellurivicinum	3429623	S	908	0	908	0.00001
Hodnevirus humenecus	2843614	S	888	0	888	0.00001
Hodnevirus edaphohabitans	3429448	S	875	0	875	0.00001
Hodnevirus terricola	2843828	S	874	0	874	0.00001
Hodnevirus monoagrivivens	3429531	S	871	0	871	0.00001
Hodnevirus neopedovivens	3429612	S	870	0	870	0.00001
Hodnevirus chorenecus	3429434	S	822	0	822	0.00001
Hodnevirus arvenecus	3429420	S	818	0	818	0.00001
Hodnevirus pedohabitans	3429635	S	817	0	817	0.00001
Hodnevirus pedocola	3429634	S	809	0	809	0.00001
Hodnevirus mononeoagricola	3429538	S	769	0	769	0.00000
Hodnevirus mononeochorovivens	3429541	S	756	0	756	0.00000
Hodnevirus monohumivivens	3429537	S	732	0	732	0.00000
Hodnevirus neogeocola	3429593	S	723	0	723	0.00000
Hodnevirus terrivicinum	3429744	S	689	0	689	0.00000
Hodnevirus neoarvadaptatum	3429565	S	682	0	682	0.00000
Hodnevirus neochthonovicinum	3429584	S	679	0	679	0.00000
Hodnevirus isoedaphenecus	3429489	S	658	0	658	0.00000
Hodnevirus chthonovicinum	2843801	S	635	0	635	0.00000
Hodnevirus geovicinum	2843808	S	610	0	610	0.00000
Hodnevirus pedovivens	2843814	S	605	0	605	0.00000
Hodnevirus monochoradaptatum	3429532	S	604	0	604	0.00000
Hodnevirus neosolihabitans	3429616	S	598	0	598	0.00000
Hodnevirus chorohabitans	3429436	S	587	0	587	0.00000
Hodnevirus geohabitans	2843807	S	570	0	570	0.00000
Hodnevirus agrenecus	3429293	S	559	0	559	0.00000
Hodnevirus neoterricola	3429627	S	552	0	552	0.00000
Hodnevirus humadaptatum	2843613	S	522	0	522	0.00000
Hodnevirus isoagricola	3429472	S	499	0	499	0.00000
Hodnevirus chthonohabitans	2843800	S	499	0	499	0.00000
Hodnevirus neochthonenecus	3429581	S	463	0	463	0.00000
Hodnevirus mononeohumicola	3429544	S	461	0	461	0.00000
Hodnevirus neoterrivivens	3429630	S	455	0	455	0.00000
Hodnevirus pedadaptatum	3429632	S	452	0	452	0.00000
Hodnevirus isogeoenecus	3429492	S	447	0	447	0.00000
Hodnevirus edaphocola	3429447	S	437	0	437	0.00000
Hodnevirus neoarvivivens	3429570	S	431	0	431	0.00000
Hodnevirus arvadaptatum	3429419	S	422	0	422	0.00000
Hodnevirus edaphovicinum	3429449	S	407	0	407	0.00000
Hodnevirus isogeovicinum	3429494	S	404	0	404	0.00000
Hodnevirus monoagrihabitans	3429529	S	398	0	398	0.00000
Hodnevirus chorovivens	3429438	S	397	0	397	0.00000
Hodnevirus isohumicola	3429498	S	371	0	371	0.00000
Hodnevirus neogeohabitans	3429595	S	366	0	366	0.00000
Hodnevirus neogeovicinum	3429596	S	353	0	353	0.00000
Hodnevirus heterohumadaptatum	3429463	S	348	0	348	0.00000
Hodnevirus edaphadaptatum	3429445	S	346	0	346	0.00000
Hodnevirus neoterrivicinum	3429629	S	334	0	334	0.00000
Hodnevirus agrivivens	3429297	S	312	0	312	0.00000
Hodnevirus isoterrivivens	3429514	S	300	0	300	0.00000
Hodnevirus humicola	2843615	S	298	0	298	0.00000
Hodnevirus edaphovivens	3429450	S	296	0	296	0.00000
Hodnevirus neosolicola	3429615	S	295	0	295	0.00000
Hodnevirus monotellurivicinum	3429547	S	274	0	274	0.00000
Hodnevirus neochthonovivens	3429585	S	272	0	272	0.00000
Hodnevirus monotelluricola	3429545	S	271	0	271	0.00000
Hodnevirus choradaptatum	3429433	S	260	0	260	0.00000
Hodnevirus neopedohabitans	3429610	S	251	0	251	0.00000
Hodnevirus neohumivivens	3429603	S	246	0	246	0.00000
Hodnevirus neochorohabitans	3429577	S	244	0	244	0.00000
Hodnevirus isosolihabitans	3429506	S	242	0	242	0.00000
Hodnevirus mononeohumenecus	3429543	S	239	0	239	0.00000
Hodnevirus arvicola	3429421	S	199	0	199	0.00000
Hodnevirus arvivicinum	3429423	S	193	0	193	0.00000
Hodnevirus pedenecus	3429633	S	176	0	176	0.00000
Hodnevirus neotellurihabitans	3429622	S	168	0	168	0.00000
Hodnevirus mononeochorovicinum	3429540	S	167	0	167	0.00000
Hodnevirus isoagrivicinum	3429474	S	138	0	138	0.00000
Hodnevirus chorovicinum	3429437	S	137	0	137	0.00000
Hodnevirus monochorocola	3429534	S	114	0	114	0.00000
Hodnevirus humivicinum	3429469	S	77	0	77	0.00000
Hodnevirus mononeohumadaptatum	3429542	S	70	0	70	0.00000
Vernevirus sp. 'limadaptatum'	2846596	S	88041	0	88041	0.00056
Henifovirus sp. 'caenadaptatum'	2844826	S	44368	0	44368	0.00028
Henifovirus sp. 'borborovivens'	2844825	S	442	0	442	0.00000
Arawsmovirus sp. 'borborovivens'	2843707	S	14238	0	14238	0.00009
Thyrsuvirus sp. 'pedocola'	2846445	S	8165	0	8165	0.00005
Ociwvivirus sp. 'luticola'	2845697	S	3757	0	3757	0.00002
Achlievirus sp. 'humihabitans'	2843619	S	3671	0	3671	0.00002
Gredihovirus sp. 'tellurenecus'	2844774	S	3455	0	3455	0.00002
Gredihovirus sp. 'geoadaptatum'	2844720	S	179	0	179	0.00000
Lygehevirus sp. 'pedocola'	2845552	S	1850	0	1850	0.00001
Phulihavirus sp. 'agrenecus'	2845838	S	1803	0	1803	0.00001
Sdenfavirus sp. 'asiovicinum'	2846170	S	1279	0	1279	0.00001
Bidhavirus sp. 'pelocola'	2843845	S	696	0	696	0.00000
Controvirus sp. 'defluviicola'	2844013	S	634	0	634	0.00000
Patimovirus sp. 'humivicinum'	2845768	S	76	0	76	0.00000
Hohrdovirus edaphohabitans	2844840	S	603779	0	603779	0.00385
Hohrdovirus caenivivens	2844839	S	245562	0	245562	0.00156
Hohrdovirus caenadaptatum	3429755	S	63799	0	63799	0.00041
Hohrdovirus edaphovivens	2844842	S	28882	0	28882	0.00018
Hohrdovirus pedovivens	2844849	S	28182	0	28182	0.00018
Hohrdovirus solicola	2844852	S	9686	0	9686	0.00006
Hohrdovirus pedocola	2844846	S	8900	0	8900	0.00006
Hohrdovirus pedenecus	2844845	S	8800	0	8800	0.00006
Hohrdovirus pedohabitans	2844847	S	7714	0	7714	0.00005
Hohrdovirus solenecus	2844851	S	6829	0	6829	0.00004
Hohrdovirus pedovicinum	2844848	S	6521	0	6521	0.00004
Hohrdovirus edaphovicinum	2844841	S	4533	0	4533	0.00003
Hohrdovirus pedadaptatum	2844844	S	4315	0	4315	0.00003
Hohrdovirus limadaptatum	2844843	S	2544	0	2544	0.00002
Hohrdovirus soladaptatum	2844850	S	1437	0	1437	0.00001
Hohrdovirus solihabitans	2844853	S	925	0	925	0.00001
Alehxovirus asiadaptatum	3426028	S	701209	0	701209	0.00447
Alehxovirus pelovivens	3426058	S	93030	0	93030	0.00059
Alehxovirus borboradaptatum	2843666	S	33620	0	33620	0.00021
Alehxovirus agrihabitans	2843662	S	21513	0	21513	0.00014
Alehxovirus asiovicinum	2843664	S	19149	0	19149	0.00012
Alehxovirus pedohabitans	3426056	S	19037	0	19037	0.00012
Alehxovirus asiovivens	2843665	S	18245	0	18245	0.00012
Alehxovirus agradaptatum	2843659	S	9637	0	9637	0.00006
Alehxovirus agrenecus	2843660	S	7624	0	7624	0.00005
Alehxovirus chthonovicinum	3426029	S	7609	0	7609	0.00005
Alehxovirus humivivens	2843668	S	7317	0	7317	0.00005
Alehxovirus humivicinum	2843667	S	3179	0	3179	0.00002
Alehxovirus agricola	2843661	S	2630	0	2630	0.00002
Alehxovirus pedenecus	3426055	S	1385	0	1385	0.00001
Alehxovirus asiohabitans	2843663	S	1370	0	1370	0.00001
Garnievirus lutivivens	2844405	S	280259	0	280259	0.00178
Garnievirus humivivens	3428987	S	11426	0	11426	0.00007
Garnievirus chorocola	3428982	S	84	0	84	0.00000
Bicehmovirus lutivivens	2843842	S	191044	0	191044	0.00122
Bicehmovirus limenecus	3427455	S	8879	0	8879	0.00006
Bicehmovirus peladaptatum	2843843	S	6827	0	6827	0.00004
Bicehmovirus limihabitans	3427457	S	5287	0	5287	0.00003
Bicehmovirus pedohabitans	3427464	S	4693	0	4693	0.00003
Bicehmovirus borborocola	3427444	S	4160	0	4160	0.00003
Bicehmovirus pelenecus	2843844	S	3293	0	3293	0.00002
Bicehmovirus limicola	3427456	S	2371	0	2371	0.00002
Bicehmovirus neopeladaptatum	3427462	S	952	0	952	0.00001
Bicehmovirus limadaptatum	3427454	S	572	0	572	0.00000
Bicehmovirus caenivivens	3427447	S	513	0	513	0.00000
Bicehmovirus pedovicinum	3427465	S	200	0	200	0.00000
Tuwendivirus caenenecus	2846584	S	211538	0	211538	0.00135
Gahmegovirus lutivicinum	2844312	S	111461	0	111461	0.00071
Huohcivirus geoenecus	2844985	S	100600	0	100600	0.00064
Kecuhnavirus borborohabitans	2845041	S	81044	0	81044	0.00052
Kecuhnavirus borborovicinum	2845042	S	6313	0	6313	0.00004
Kecuhnavirus terrivicinum	2845043	S	965	0	965	0.00001
Giliycovirus chthonovicinum	3429038	S	23824	0	23824	0.00015
Giliycovirus lutivivens	3429049	S	12865	0	12865	0.00008
Giliycovirus pelenecus	3429052	S	7437	0	7437	0.00005
Giliycovirus pelocola	3429053	S	6622	0	6622	0.00004
Giliycovirus solivivens	3429056	S	6446	0	6446	0.00004
Giliycovirus peladaptatum	3429051	S	4701	0	4701	0.00003
Giliycovirus terradaptatum	3429063	S	4545	0	4545	0.00003
Giliycovirus tellurivivens	3429062	S	3050	0	3050	0.00002
Giliycovirus terrihabitans	3429066	S	1782	0	1782	0.00001
Giliycovirus lutivicinum	3429048	S	1661	0	1661	0.00001
Giliycovirus paludicola	3429050	S	1487	0	1487	0.00001
Giliycovirus chthonenecus	3429035	S	1377	0	1377	0.00001
Giliycovirus solihabitans	3429055	S	992	0	992	0.00001
Giliycovirus tellurihabitans	3429060	S	671	0	671	0.00000
Giliycovirus telluradaptatum	3429057	S	637	0	637	0.00000
Giliycovirus geohabitans	3429043	S	566	0	566	0.00000
Giliycovirus chthonadaptatum	3429034	S	456	0	456	0.00000
Giliycovirus tellurenecus	3429058	S	455	0	455	0.00000
Giliycovirus telluricola	3429059	S	388	0	388	0.00000
Giliycovirus chthonovivens	3429039	S	344	0	344	0.00000
Giliycovirus geoadaptatum	3429041	S	337	0	337	0.00000
Giliycovirus geovivens	3429045	S	313	0	313	0.00000
Giliycovirus tellurivicinum	3429061	S	296	0	296	0.00000
Giliycovirus terrivicinum	3429067	S	249	0	249	0.00000
Giliycovirus terricola	3429065	S	211	0	211	0.00000
Giliycovirus chthonohabitans	3429037	S	205	0	205	0.00000
Giliycovirus terrenecus	3429064	S	139	0	139	0.00000
Giliycovirus geocola	3429042	S	130	0	130	0.00000
Giliycovirus geovicinum	3429044	S	111	0	111	0.00000
Tehnicivirus edaphenecus	2846430	S	37958	0	37958	0.00024
Tehnicivirus sp. 'pelovicinum'	2846433	S	17117	0	17117	0.00011
Tehnicivirus sp. 'edaphocola'	2846431	S	12092	0	12092	0.00008
Tehnicivirus sp. 'edaphohabitans'	2846432	S	426	0	426	0.00000
Lughthovirus pedovivens	3430529	S	52441	0	52441	0.00033
Lughthovirus pedenecus	3430525	S	5732	0	5732	0.00004
Lughthovirus pedadaptatum	3430524	S	1615	0	1615	0.00001
Lughthovirus pedovicinum	3430528	S	1498	0	1498	0.00001
Lughthovirus pedocola	3430526	S	1017	0	1017	0.00001
Lughthovirus edaphovivens	3430523	S	718	0	718	0.00000
Lughthovirus pedohabitans	3430527	S	158	0	158	0.00000
Churkhuvirus limenecus	3427942	S	62327	0	62327	0.00040
Molucevirus geoadaptatum	2845635	S	20003	0	20003	0.00013
Molucevirus chthonovicinum	2845633	S	19051	0	19051	0.00012
Molucevirus chthonohabitans	2845632	S	10331	0	10331	0.00007
Molucevirus chthonovivens	2845634	S	6911	0	6911	0.00004
Rodtovirus pelovivens	2846066	S	43909	0	43909	0.00028
Cebevirus halophobicum	2843923	S	38114	0	38114	0.00024
Cebevirus agrenecus	2843922	S	2386	0	2386	0.00002
Huhbevirus chthonovicinum	2844974	S	32008	0	32008	0.00020
Huhbevirus solivivens	2844978	S	1154	0	1154	0.00001
Huhbevirus chthonocola	2844972	S	325	0	325	0.00000
Huhbevirus chthonadaptatum	2844970	S	293	0	293	0.00000
Huhbevirus chthonovivens	2844975	S	263	0	263	0.00000
Huhbevirus geoadaptatum	2844976	S	224	0	224	0.00000
Huhbevirus chthonenecus	2844971	S	191	0	191	0.00000
Huhbevirus chthonohabitans	2844973	S	182	0	182	0.00000
Huhbevirus solivicinum	2844977	S	153	0	153	0.00000
Lidtloavirus edaphocola	3430375	S	8066	0	8066	0.00005
Lidtloavirus humivivens	3430381	S	5131	0	5131	0.00003
Lidtloavirus edaphenecus	3430374	S	4465	0	4465	0.00003
Lidtloavirus edaphohabitans	3430376	S	2299	0	2299	0.00001
Lidtloavirus pedocola	3430384	S	1425	0	1425	0.00001
Lidtloavirus edaphovivens	3430377	S	1208	0	1208	0.00001
Lidtloavirus neohumihabitans	3430383	S	793	0	793	0.00001
Lidtloavirus humivicinum	3430380	S	252	0	252	0.00000
Lidtloavirus humihabitans	3430379	S	159	0	159	0.00000
Gulmivirus arvenecus	2844791	S	12674	0	12674	0.00008
Gulmivirus asiovivens	2844797	S	8664	0	8664	0.00006
Gulmivirus asiohabitans	2844795	S	8093	0	8093	0.00005
Gulmivirus arvihabitans	2844793	S	1593	0	1593	0.00001
Gulmivirus asiovicinum	2844796	S	967	0	967	0.00001
Gulmivirus arvivicinum	2844794	S	750	0	750	0.00000
Gulmivirus arvicola	2844792	S	577	0	577	0.00000
Gulmivirus arvadaptatum	2844790	S	60	0	60	0.00000
Ashcevirus caenenecus	2843737	S	33530	0	33530	0.00021
Cahrlavirus caenivicinum	2843900	S	32964	0	32964	0.00021
Tikiyavirus chthonadaptatum	3432813	S	5811	0	5811	0.00004
Tikiyavirus geohabitans	3432826	S	5584	0	5584	0.00004
Tikiyavirus chthonovicinum	3432817	S	3806	0	3806	0.00002
Tikiyavirus solihabitans	3432841	S	2843	0	2843	0.00002
Tikiyavirus geoenecus	3432825	S	1741	0	1741	0.00001
Tikiyavirus geovivens	3432828	S	1606	0	1606	0.00001
Tikiyavirus solivivens	3432843	S	1316	0	1316	0.00001
Tikiyavirus solicola	3432840	S	1201	0	1201	0.00001
Tikiyavirus chthonenecus	3432814	S	878	0	878	0.00001
Tikiyavirus soladaptatum	3432838	S	867	0	867	0.00001
Tikiyavirus telluradaptatum	3432844	S	732	0	732	0.00000
Tikiyavirus geovicinum	3432827	S	624	0	624	0.00000
Tikiyavirus solivicinum	3432842	S	599	0	599	0.00000
Tikiyavirus chthonovivens	3432818	S	527	0	527	0.00000
Tikiyavirus geocola	3432824	S	261	0	261	0.00000
Tikiyavirus asiovivens	2846449	S	210	0	210	0.00000
Tikiyavirus geoadaptatum	3432823	S	85	0	85	0.00000
Tikiyavirus chthonohabitans	3432816	S	77	0	77	0.00000
Tikiyavirus chthonocola	3432815	S	57	0	57	0.00000
Tikiyavirus solenecus	3432839	S	24	0	24	0.00000
Widsokivirus pelovivens	2846663	S	28637	0	28637	0.00018
Berdovirus luticola	2843837	S	27596	0	27596	0.00018
Limaivirus borborocola	2845512	S	21667	0	21667	0.00014
Limaivirus borborohabitans	2845513	S	1592	0	1592	0.00001
Stehnavirus sp. 'chorenecus'	2846384	S	6714	0	6714	0.00004
Stehnavirus sp. 'chorohabitans'	2846385	S	3494	0	3494	0.00002
Stehnavirus sp. 'chorovicinum'	2846386	S	709	0	709	0.00000
Stehnavirus lutivicinum	2846387	S	10914	0	10914	0.00007
Vindevirus pedovicinum	2846610	S	21649	0	21649	0.00014
Fudhoevirus lutadaptatum	2844305	S	17314	0	17314	0.00011
Fudhoevirus lutenecus	2844306	S	150	0	150	0.00000
Luhtdivirus caenihabitans	3430532	S	16934	0	16934	0.00011
Bihckevirus asiadaptatum	2843482	S	16643	0	16643	0.00011
Nehumivirus tellurihabitans	2845674	S	12854	0	12854	0.00008
Hahkesevirus borborocola	2844810	S	10240	0	10240	0.00007
Endehruvirus chthonocola	2844118	S	8233	0	8233	0.00005
Endehruvirus chthonenecus	2844117	S	1356	0	1356	0.00001
Tehmuvirus arvivivens	2846428	S	9489	0	9489	0.00006
Adahmuvirus asiocola	2843644	S	8120	0	8120	0.00005
Austrovirus limicola	3426502	S	7459	0	7459	0.00005
Strehtovirus geoenecus	3432602	S	2775	0	2775	0.00002
Strehtovirus solivicinum	3432603	S	1890	0	1890	0.00001
Strehtovirus chthonocola	3432601	S	1137	0	1137	0.00001
Loptevirus caenenecus	2845537	S	3455	0	3455	0.00002
Loptevirus arvivivens	2845536	S	1121	0	1121	0.00001
Loptevirus arvivicinum	2845535	S	960	0	960	0.00001
Frobavirus limivivens	2844303	S	5409	0	5409	0.00003
Sperdavirus luticola	2846241	S	4411	0	4411	0.00003
Surghavirus arvenecus	2846416	S	4109	0	4109	0.00003
Surghavirus arvihabitans	2846417	S	144	0	144	0.00000
Tsuhreavirus borborovivens	2846581	S	4241	0	4241	0.00003
Yeziwivirus borborenecus	2846685	S	2322	0	2322	0.00001
Yeziwivirus lutenecus	3433560	S	554	0	554	0.00000
Fluruvirus limivicinum	2844302	S	2458	0	2458	0.00002
Eerlswavirus edaphadaptatum	3428444	S	1145	0	1145	0.00001
Eerlswavirus pedadaptatum	3428445	S	694	0	694	0.00000
Eerlswavirus arvivicinum	3428443	S	558	0	558	0.00000
Mahdsavirus limadaptatum	2845558	S	2384	0	2384	0.00002
Metsavirus lutivivens	2845585	S	2332	0	2332	0.00001
Gehrmavirus geocola	2844408	S	1235	0	1235	0.00001
Gehrmavirus pelocola	2844409	S	1096	0	1096	0.00001
Puduphavirus pedovivens	2845989	S	2310	0	2310	0.00001
Pirifovirus sp. 'chorenecus'	2845853	S	1439	0	1439	0.00001
Pirifovirus sp. 'chorohabitans'	2845854	S	634	0	634	0.00000
Pirifovirus chorovicinum	2845855	S	150	0	150	0.00000
Kihsiravirus limivicinum	2845066	S	2077	0	2077	0.00001
Minusuvirus solivicinum	2845615	S	1938	0	1938	0.00001
Fagihovirus caenihabitans	2844274	S	817	0	817	0.00001
Fagihovirus chthonovivens	2844275	S	693	0	693	0.00000
Mocruvirus chthonocola	2845628	S	1173	0	1173	0.00001
Mocruvirus solivivens	2845629	S	282	0	282	0.00000
Mocruvirus chthonadaptatum	2845627	S	41	0	41	0.00000
Laimuvirus asiocola	2845483	S	1296	0	1296	0.00001
Pohlodivirus arvihabitans	2845867	S	767	0	767	0.00000
Brikhyavirus terrivicinum	2843883	S	694	0	694	0.00000
Suhnsivirus lutivivens	2846413	S	441	0	441	0.00000
