contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_110581,1119,1.119,111,24.48,21.87,QFG73671.1,33.5,1.01e-54,187.0,1737588.0
k141_143472,1083,1.083,107,23.59,21.78,AYV78844.1,29.1,6.03e-07,54.3,2487765.0
k141_733,1307,1.307,129,28.44,21.76,QKU35490.1,25.1,4.35e-19,93.6,
k141_79549,2756,2.756,272,59.98,21.76,ADB85364.1,48.3,1.94e-46,158.0,38705.0
k141_48103,1095,1.095,108,23.81,21.75,CAX83693.1,35.1,1.63e-06,53.5,6182.0
k141_98251,2376,2.376,234,51.6,21.72,XKM50800.1,30.7,6.33e-20,88.2,3378374.0
k141_106867,1022,1.022,100,22.05,21.57,AYV76359.1,42.2,2.73e-06,52.0,2487775.0
k141_152429,1208,1.208,118,26.02,21.54,YP_009001498.1,25.0,1.84e-09,60.8,62099.0
k141_165150,12056,12.056,1178,259.74,21.54,QPI16652.1,32.8,8.61e-41,155.0,2763270.0
k141_70352,1670,1.67,163,35.94,21.52,AYV81995.1,36.6,1.2100000000000002e-37,142.0,2487769.0
k141_179991,4408,4.408,430,94.81,21.51,AUI39626.1,27.9,5.4e-17,84.3,47929.0
k141_4512,1088,1.088,106,23.37,21.48,AYV78352.1,28.8,7.05e-39,148.0,2487765.0
k141_16608,2630,2.63,256,56.45,21.46,ULY68506.1,25.9,2.06e-13,70.5,2922419.0
k141_3429,2323,2.323,226,49.83,21.45,ARF10763.1,28.1,2.29e-40,153.0,1977638.0
k141_44316,1019,1.019,99,21.83,21.42,QFG74538.1,47.7,6.280000000000001e-70,221.0,1737588.0
k141_43258,9301,9.301,902,198.89,21.38,AYV82508.1,41.6,1.35e-66,218.0,2487770.0
k141_132375,3064,3.064,297,65.49,21.37,AYV78014.1,31.4,2.35e-39,150.0,2487765.0
k141_2302,3563,3.563,345,76.07,21.35,YP_009448811.1,33.6,3.88e-60,206.0,2023057.0
k141_96138,1870,1.87,181,39.91,21.34,WZO87262.1,45.7,1.41e-55,185.0,2809302.0
k141_119977,2791,2.791,270,59.53,21.33,YP_009001225.1,29.8,7.08e-17,84.0,1450746.0
k141_169461,14243,14.243,1377,303.62,21.32,AYV82736.1,36.9,1.67e-72,236.0,2487770.0
k141_111374,1521,1.521,147,32.41,21.31,WIL03492.1,31.7,1.05e-14,74.7,3032485.0
k141_13723,7022,7.022,678,149.5,21.29,QKF94222.1,43.8,1.3200000000000001e-88,276.0,3070911.0
k141_178437,6357,6.357,612,134.94,21.23,QBK87279.1,27.9,5.79e-14,77.8,2506605.0
k141_2418,1009,1.009,97,21.39,21.2,WXG28568.1,30.4,5.46e-07,50.1,3128417.0
k141_179810,1165,1.165,112,24.7,21.2,QOI90522.1,45.4,3.4099999999999997e-60,202.0,455367.0
k141_126468,2186,2.186,210,46.3,21.18,ABY48141.1,40.2,2.14e-158,477.0,3880.0
k141_163951,6111,6.111,587,129.43,21.18,AYV81995.1,29.7,3.77e-86,301.0,2487769.0
k141_97338,4784,4.784,459,101.21,21.16,YP_009119049.1,33.4,1.1799999999999998e-67,227.0,1605721.0
k141_24099,8419,8.419,807,177.94,21.14,QBK87088.1,37.0,4.76e-06,54.7,2506604.0
k141_160426,4331,4.331,414,91.29,21.08,QKF94107.1,23.6,6.94e-20,98.2,3070911.0
k141_134070,1444,1.444,138,30.43,21.07,WZH61920.1,43.0,7.94e-20,88.2,3131770.0
k141_67390,8623,8.623,823,181.47,21.04,QBK87586.1,30.0,7.490000000000001e-59,211.0,2506605.0
k141_6552,3821,3.821,364,80.26,21.01,QPI16279.1,42.9,5.77e-68,224.0,2763269.0
k141_86986,1338,1.338,127,28.0,20.93,QOI90398.1,49.0,3.87e-132,398.0,455367.0
k141_141882,3192,3.192,303,66.81,20.93,QKF94735.1,21.6,6.38e-07,55.8,3070911.0
k141_27956,1129,1.129,107,23.59,20.9,ATZ80629.1,45.5,9.079999999999999e-91,281.0,2024608.0
k141_139474,1456,1.456,138,30.43,20.9,SPN79811.1,33.0,2.12e-22,102.0,2126980.0
k141_179759,8766,8.766,830,183.01,20.88,QFG74715.1,34.4,2.93e-31,119.0,1737588.0
k141_169737,1647,1.647,156,34.4,20.88,AUI39789.1,69.1,1.34e-19,84.3,47929.0
k141_144367,1057,1.057,100,22.05,20.86,ACD54765.1,33.3,6.28e-46,171.0,104782.0
k141_121464,5983,5.983,566,124.8,20.86,WIF15735.1,55.6,7.72e-69,219.0,205075.0
k141_49335,4166,4.166,394,86.88,20.85,QBK87125.1,29.3,2.98e-23,99.4,2506605.0
k141_27890,8238,8.238,779,171.77,20.85,AYV82542.1,30.8,1.07e-24,103.0,2487770.0
k141_151175,11757,11.757,1111,244.97,20.84,ABY48142.1,40.0,3.08e-96,300.0,3880.0
k141_167177,1910,1.91,180,39.69,20.78,AFC34919.1,47.5,2.37e-112,350.0,1120767.0
k141_111441,5338,5.338,503,110.91,20.78,AYV82508.1,38.1,3.0299999999999996e-68,222.0,2487770.0
k141_33300,3327,3.327,313,69.02,20.74,WZO84907.1,24.7,2.17e-14,79.3,2809302.0
k141_6277,6101,6.101,574,126.56,20.74,QBK87105.1,30.0,3.25e-14,75.5,2506605.0
k141_119474,8422,8.422,791,174.41,20.71,AYV76198.1,30.7,5.46e-51,183.0,2487775.0
k141_118999,8462,8.462,794,175.07,20.69,QPI16652.1,30.3,5.520000000000001e-27,116.0,2763270.0
k141_19615,17117,17.117,1606,354.12,20.69,ABY48135.1,28.5,5.6e-34,144.0,3880.0
k141_22929,1365,1.365,128,28.22,20.68,AYV81995.1,37.8,1.33e-52,187.0,2487769.0
k141_105641,9037,9.037,847,186.76,20.67,YP_009361798.1,27.9,3.03e-19,92.0,1932881.0
k141_53728,6582,6.582,617,136.05,20.67,ATZ80771.1,29.9,1.01e-08,60.1,2024608.0
k141_6214,5784,5.784,541,119.29,20.62,AYV84288.1,42.2,3.44e-79,248.0,2487770.0
k141_69608,12039,12.039,1126,248.28,20.62,QKF94120.1,24.5,8.63e-28,123.0,3070911.0
k141_21382,5227,5.227,488,107.6,20.59,YP_001883393.1,22.3,2.05e-16,89.0,523909.0
k141_180855,1061,1.061,99,21.83,20.57,XHH73056.1,27.8,1.76e-18,88.6,3433150.0
k141_29737,1118,1.118,104,22.93,20.51,BAF81990.1,31.1,4.07e-08,59.3,10090.0
k141_17262,1044,1.044,97,21.39,20.49,QDH91039.1,88.9,9.45e-10,57.4,2587224.0
k141_172321,8609,8.609,800,176.4,20.49,QDY51995.1,21.7,3.01e-12,74.3,2596887.0
k141_160178,6225,6.225,578,127.45,20.47,APU88852.1,27.2,2.06e-17,89.4,1924548.0
k141_51454,6399,6.399,594,130.97,20.47,AUI39626.1,29.9,2.86e-08,57.8,47929.0
k141_92374,6413,6.413,595,131.2,20.46,CCQ71393.1,33.7,3.67e-63,221.0,51543.0
k141_63568,12685,12.685,1177,259.52,20.46,YP_003358229.2,50.7,2.79e-38,131.0,150286.0
k141_119363,1295,1.295,120,26.46,20.43,BDT62209.1,31.0,5.85e-08,53.5,2984274.0
k141_162328,9942,9.942,921,203.08,20.43,XAO13518.1,46.6,3.88e-09,60.1,3111543.0
k141_104010,5379,5.379,498,109.81,20.41,QBK88266.1,67.5,3e-49,156.0,2506606.0
k141_85316,1795,1.795,166,36.6,20.39,QBK89736.1,36.3,2.25e-16,82.0,2506586.0
k141_75645,7386,7.386,683,150.6,20.39,QKU34031.1,52.3,2.0000000000000003e-64,214.0,
k141_142379,1082,1.082,100,22.05,20.38,UYE94304.1,36.3,1.9199999999999999e-34,135.0,251749.0
k141_34376,1656,1.656,153,33.74,20.37,QOI90522.1,37.0,9.1e-58,199.0,455367.0
k141_157846,3036,3.036,280,61.74,20.34,QFX65733.1,34.0,7.59e-07,51.2,3241439.0
k141_87994,9009,9.009,831,183.23,20.34,WGU26825.1,33.3,7.72e-11,67.0,4568.0
k141_141704,14178,14.178,1307,288.19,20.33,AYV81995.1,33.3,3.49e-116,388.0,2487769.0
k141_1613,1740,1.74,160,35.28,20.28,ARF09139.1,29.8,1.74e-13,70.9,1977631.0
k141_38235,1892,1.892,174,38.37,20.28,AJP61534.1,28.6,8.96e-08,56.6,1612311.0
k141_176202,1229,1.229,113,24.92,20.27,BAE72463.1,36.6,1.04e-12,67.0,145856.0
k141_2975,4095,4.095,376,82.91,20.25,ARF11698.1,26.1,3.06e-48,186.0,1977640.0
k141_117961,2125,2.125,195,43.0,20.23,QBK89597.1,23.1,2.9e-14,79.0,2506585.0
k141_8313,1090,1.09,100,22.05,20.23,AYV77843.1,43.1,2.94e-09,54.7,2487765.0
k141_54483,10315,10.315,946,208.59,20.22,YP_009001225.1,32.0,7.47e-22,99.4,1450746.0
k141_154319,1407,1.407,129,28.44,20.22,AYV79923.1,41.9,1.49e-14,71.2,2487767.0
k141_69110,4354,4.354,399,87.98,20.21,ATZ80239.1,45.2,6.17e-17,89.0,2024608.0
k141_125726,15431,15.431,1414,311.78,20.2,WGU26824.1,35.1,7.51e-62,209.0,4568.0
k141_82697,4563,4.563,418,92.17,20.2,BBI30359.1,39.7,1.45e-83,269.0,3114988.0
k141_78950,3925,3.925,359,79.16,20.17,AYV79923.1,22.1,3.64e-08,55.5,2487767.0
k141_133110,7217,7.217,660,145.53,20.16,UZT28900.1,59.1,3.04e-51,182.0,2809609.0
k141_134367,4226,4.226,386,85.11,20.14,QOI90522.1,34.2,1.67e-122,385.0,455367.0
k141_72220,4643,4.643,424,93.49,20.14,QOR60244.1,30.6,1.4100000000000002e-47,174.0,2530038.0
k141_148925,8162,8.162,745,164.27,20.13,BDT62002.1,34.9,7.49e-21,86.7,2984272.0
k141_60034,11367,11.367,1037,228.65,20.12,AAD26531.1,40.4,1.36e-219,662.0,10090.0
k141_118182,7801,7.801,709,156.33,20.04,YP_009448872.1,36.3,1.36e-69,233.0,2023057.0
k141_22866,3050,3.05,277,61.08,20.03,QKU35964.1,39.6,1.45e-24,108.0,
k141_34852,4489,4.489,407,89.74,19.99,AAL14448.1,56.3,3.78e-55,182.0,10090.0
k141_71127,2725,2.725,247,54.46,19.99,AUV59005.1,30.4,1.03e-45,165.0,2071566.0
k141_175273,6024,6.024,546,120.39,19.99,XDO02042.1,44.3,2.74e-99,300.0,3240092.0
k141_119661,1810,1.81,164,36.16,19.98,QBK87088.1,32.0,5.78e-10,64.3,2506604.0
k141_174602,9794,9.794,887,195.58,19.97,UMO79272.1,29.5,1.36e-15,80.1,2848915.0
k141_54471,6143,6.143,556,122.6,19.96,QKU33547.1,29.4,2.69e-06,52.8,
k141_123164,6621,6.621,599,132.08,19.95,QJX71526.1,26.9,1.27e-06,53.9,1477405.0
k141_114770,1404,1.404,127,28.0,19.95,QBK87503.1,49.6,1.26e-74,247.0,2506605.0
k141_83309,18351,18.351,1656,365.14,19.9,QBK87243.1,27.3,3.72e-18,90.9,2506605.0
k141_67815,4091,4.091,369,81.36,19.89,QPI16131.1,41.0,4.65e-20,90.9,2763269.0
k141_108043,3559,3.559,321,70.78,19.89,QBK88577.1,29.1,2.69e-09,64.3,2506608.0
k141_56145,1242,1.242,112,24.7,19.88,AUF82510.1,43.7,6.52e-65,220.0,2060617.0
k141_66116,5253,5.253,473,104.29,19.85,QKU33515.1,36.6,1.04e-130,407.0,
k141_76636,1255,1.255,113,24.92,19.85,AEQ60984.1,33.0,2.89e-12,62.8,554168.0
k141_149284,5970,5.97,537,118.41,19.83,QDY52168.1,27.2,8.4e-34,134.0,2596887.0
k141_86187,2946,2.946,265,58.43,19.83,UPW42252.1,39.6,7e-15,79.0,2937230.0
k141_128998,35091,35.091,3155,695.67,19.82,AUI39649.1,62.9,2.36e-129,380.0,47929.0
k141_56719,5553,5.553,499,110.03,19.81,AGE58893.1,32.3,1.12e-11,64.7,83442.0
k141_137825,23519,23.519,2113,465.91,19.81,QDY52220.1,31.3,1.44e-16,87.4,2596887.0
k141_126403,1825,1.825,164,36.16,19.81,ARF12259.1,28.5,4.52e-31,127.0,1977640.0
k141_114025,1370,1.37,123,27.12,19.8,BCS83003.1,28.1,9.84e-07,54.3,2811091.0
k141_73110,7478,7.478,671,147.95,19.79,AYV84625.1,34.7,2.4e-15,83.6,2487770.0
k141_99496,4113,4.113,369,81.36,19.78,QBK88314.1,39.0,3.88e-15,68.6,2506606.0
k141_64305,10951,10.951,982,216.53,19.77,YP_009174129.1,26.5,2e-19,91.7,1586712.0
k141_60717,3895,3.895,349,76.95,19.76,BAA00544.1,26.1,3e-09,61.6,11901.0
k141_78114,1752,1.752,157,34.62,19.76,AYV84625.1,48.1,2.71e-28,120.0,2487770.0
k141_152207,4565,4.565,409,90.18,19.76,QBK87243.1,31.4,1.75e-06,52.0,2506605.0
k141_115294,3604,3.604,323,71.22,19.76,AYV81995.1,29.7,7.87e-30,125.0,2487769.0
k141_140344,1217,1.217,109,24.03,19.75,YP_003969745.1,41.7,1.53e-18,91.7,693272.0
k141_172916,2981,2.981,267,58.87,19.75,QBK92180.1,34.1,1.7e-61,211.0,2506594.0
k141_123303,6867,6.867,615,135.61,19.75,YP_009173627.1,41.4,2.06e-112,355.0,455364.0
k141_148257,14036,14.036,1256,276.94,19.73,AYV82314.1,31.8,2.5799999999999998e-39,147.0,2487769.0
k141_21492,2360,2.36,211,46.52,19.71,UYE94304.1,26.8,9.370000000000001e-47,184.0,251749.0
k141_159514,12019,12.019,1072,236.37,19.67,QFG74726.1,35.4,8.04e-93,289.0,1737588.0
k141_46227,22494,22.494,2006,442.32,19.66,QDY52085.1,40.0,2.23e-71,227.0,2596887.0
k141_23618,11764,11.764,1049,231.3,19.66,QFG74185.1,29.5,1.2599999999999999e-30,128.0,1737588.0
k141_76076,9256,9.256,825,181.91,19.65,QFG74502.1,34.4,5.15e-42,147.0,1737588.0
k141_176252,5981,5.981,533,117.52,19.65,AYV79483.1,33.3,9.36e-25,110.0,2487766.0
k141_62978,7608,7.608,677,149.28,19.62,YP_008436545.1,34.5,6.83e-53,199.0,1349410.0
k141_178578,9676,9.676,861,189.85,19.62,QBK91438.1,37.5,1.8e-11,68.6,2506593.0
k141_9491,1789,1.789,159,35.06,19.6,AYV78014.1,31.2,2.72e-38,147.0,2487765.0
k141_148951,1341,1.341,119,26.24,19.57,QKU34311.1,33.3,3.48e-11,67.8,
k141_177746,3695,3.695,328,72.32,19.57,AYV76247.1,30.3,1.35e-22,105.0,2487775.0
k141_18084,4182,4.182,371,81.8,19.56,QKF94613.1,25.8,1.39e-22,103.0,3070911.0
k141_5147,7026,7.026,623,137.37,19.55,ULY68560.1,32.3,2.45e-56,193.0,2922419.0
k141_84369,2347,2.347,208,45.86,19.54,AYV75266.1,25.6,6.8e-10,60.5,2487775.0
k141_90822,3419,3.419,303,66.81,19.54,QKF94253.1,24.9,5.53e-31,130.0,3070911.0
k141_165642,3444,3.444,305,67.25,19.53,QKF93763.1,36.9,1.72e-113,347.0,3070911.0
k141_35710,1819,1.819,161,35.5,19.52,QKU33701.1,32.2,7.78e-27,118.0,
k141_56407,10493,10.493,929,204.84,19.52,AYV76198.1,35.0,1.82e-69,232.0,2487775.0
k141_2286,3910,3.91,346,76.29,19.51,QDY51833.1,53.4,1.03e-114,337.0,2596887.0
k141_7428,9662,9.662,855,188.52,19.51,QKF94253.1,29.6,3.3000000000000003e-59,207.0,3070911.0
k141_71442,7266,7.266,643,141.78,19.51,QBZ81757.1,33.7,3.27e-22,106.0,2568002.0
k141_74262,2658,2.658,235,51.82,19.49,AUI39789.1,33.3,3.27e-27,108.0,47929.0
k141_119994,4491,4.491,397,87.54,19.49,CAK7597190.1,32.1,3.41e-46,172.0,3072188.0
k141_150567,1414,1.414,125,27.56,19.49,QIG59895.1,35.7,1.0599999999999999e-67,238.0,2704072.0
k141_148032,5672,5.672,501,110.47,19.48,QBK89021.1,26.6,1.9400000000000003e-27,123.0,2506609.0
k141_152907,6139,6.139,542,119.51,19.47,QKF94222.1,35.9,2.94e-29,125.0,3070911.0
k141_102764,4169,4.169,368,81.14,19.46,APU89138.1,23.7,2.94e-14,79.7,1924550.0
k141_77325,2448,2.448,216,47.63,19.46,XAO13421.1,50.4,1.02e-40,136.0,3111543.0
k141_119648,8367,8.367,738,162.73,19.45,UMO78223.1,41.4,1.53e-53,185.0,2847767.0
k141_101613,13553,13.553,1195,263.49,19.44,ARF10911.1,28.7,4.77e-14,77.8,1977638.0
k141_151541,2328,2.328,205,45.2,19.42,BCS83003.1,27.0,1.27e-06,55.1,2811091.0
k141_1636,10419,10.419,917,202.2,19.41,QBK85962.1,34.9,4.070000000000001e-43,159.0,2506602.0
k141_179276,1092,1.092,96,21.17,19.38,QKF93918.1,42.2,8.58e-82,260.0,3070911.0
k141_61054,11247,11.247,988,217.85,19.37,ARF10763.1,27.7,1.1800000000000001e-36,143.0,1977638.0
k141_138405,4930,4.93,433,95.47,19.37,WZO90258.1,26.4,7.96e-07,52.0,2809302.0
k141_141524,1025,1.025,90,19.84,19.36,WGU26825.1,38.2,6.03e-14,74.7,4568.0
k141_65643,1299,1.299,114,25.14,19.35,AYV84625.1,42.6,5.45e-22,99.8,2487770.0
k141_59811,3659,3.659,321,70.78,19.34,QKF93626.1,30.1,6.71e-15,78.6,3070911.0
k141_165907,6953,6.953,610,134.5,19.34,QKF94091.1,46.5,1.51e-38,149.0,3070911.0
k141_136887,8495,8.495,745,164.27,19.34,YP_009174586.1,43.3,2.1300000000000002e-47,163.0,1586714.0
k141_140942,8638,8.638,757,166.92,19.32,XHR79289.1,28.6,6.54e-22,98.2,3057169.0
k141_24452,1290,1.29,113,24.92,19.31,ANZ57016.2,52.4,4.1200000000000003e-22,99.0,575979.0
k141_68986,5379,5.379,471,103.85,19.31,WZO77663.1,29.7,5.420000000000001e-26,111.0,2809302.0
k141_66981,3748,3.748,328,72.32,19.3,QKU35362.1,31.0,5.89e-08,53.5,
k141_149102,16685,16.685,1460,321.92,19.29,YP_009640107.1,31.4,1.9699999999999997e-40,157.0,158683.0
k141_114570,4702,4.702,411,90.62,19.27,XDO01843.1,28.7,4.48e-11,64.7,3240092.0
k141_115386,20962,20.962,1831,403.73,19.26,QBK89188.1,51.4,2.3e-134,396.0,2506609.0
k141_25989,20894,20.894,1825,402.41,19.26,YP_009174706.1,38.2,1.04e-73,234.0,1586713.0
k141_42060,1169,1.169,102,22.49,19.24,QOI90398.1,48.9,2.17e-97,306.0,455367.0
k141_23977,5793,5.793,505,111.35,19.22,WZO87318.1,27.8,1.22e-33,136.0,2809302.0
k141_117467,9669,9.669,843,185.88,19.22,YP_009448872.1,42.7,4.0699999999999996e-42,158.0,2023057.0
k141_10773,35678,35.678,3105,684.64,19.19,ARF10911.1,27.7,1.64e-53,208.0,1977638.0
k141_33869,31762,31.762,2764,609.45,19.19,AYV75648.1,26.9,1.79e-14,80.9,2487775.0
k141_174567,11715,11.715,1019,224.69,19.18,QBK86013.1,27.6,4.51e-18,92.0,2506602.0
k141_77782,1092,1.092,95,20.95,19.18,CAK7597329.1,21.6,8.03e-07,55.1,3072188.0
k141_151020,10426,10.426,907,199.99,19.18,AUF82510.1,42.6,1.66e-159,480.0,2060617.0
k141_121808,1036,1.036,90,19.84,19.16,YP_008438720.1,30.2,5.07e-28,117.0,1349410.0
k141_127986,1508,1.508,131,28.89,19.15,AUI39789.1,40.4,4.7500000000000005e-37,130.0,47929.0
k141_40431,1013,1.013,88,19.4,19.15,QBK87987.1,43.8,2.1100000000000002e-70,227.0,2506606.0
k141_171219,14265,14.265,1238,272.97,19.14,CAA38181.1,38.4,6.47e-77,247.0,5547.0
k141_102476,7089,7.089,615,135.61,19.13,QKF93541.1,24.3,6.23e-11,65.9,3070911.0
k141_124656,3794,3.794,329,72.54,19.12,AXH78870.1,28.9,1.31e-12,70.9,2202954.0
k141_165803,3531,3.531,306,67.47,19.11,YP_008319669.2,39.8,5.95e-07,53.5,1349409.0
k141_137134,1835,1.835,159,35.06,19.11,QOI90522.1,28.2,4.1600000000000005e-43,162.0,455367.0
k141_161965,1650,1.65,143,31.53,19.11,QBK86717.1,27.5,1.18e-24,112.0,2506604.0
k141_94762,3717,3.717,322,71.0,19.1,QBZ81271.1,27.4,3.97e-19,92.8,2568002.0
k141_73188,2020,2.02,175,38.59,19.1,QBK91498.1,24.4,2.66e-09,64.3,2506593.0
k141_35422,11420,11.42,987,217.63,19.06,ABY48142.1,43.2,2.03e-97,304.0,3880.0
k141_49497,1424,1.424,123,27.12,19.05,QKU35537.1,27.8,6.74e-08,56.6,
k141_25243,2085,2.085,180,39.69,19.04,QBK88329.1,26.8,3.33e-15,77.4,2506606.0
k141_84361,13845,13.845,1194,263.27,19.02,UMO80317.1,45.6,1.17e-96,296.0,2848915.0
k141_125135,4780,4.78,412,90.84,19.01,QPI16279.1,37.7,1.1500000000000001e-59,203.0,2763269.0
k141_151985,1659,1.659,143,31.53,19.01,QPI16279.1,47.5,6.47e-20,86.7,2763269.0
k141_145321,14119,14.119,1216,268.12,18.99,QDY52168.1,24.0,1.0300000000000001e-26,118.0,2596887.0
k141_156523,11491,11.491,989,218.07,18.98,ARF12492.1,30.2,1.99e-17,87.4,1977640.0
k141_161160,4486,4.486,386,85.11,18.97,WRJ69895.1,42.6,7.38e-86,267.0,3045048.0
k141_81806,4398,4.398,378,83.35,18.95,AAK92822.1,57.6,7.3e-74,233.0,3702.0
k141_158873,1723,1.723,148,32.63,18.94,QKF93918.1,42.1,2.53e-112,343.0,3070911.0
k141_136486,6427,6.427,552,121.71,18.94,WZO76198.1,23.3,5.95e-07,53.9,2809302.0
k141_168033,2136,2.136,183,40.35,18.89,AYV75222.1,27.1,7.5e-21,97.1,2487775.0
k141_130246,6770,6.77,580,127.89,18.89,YP_009001498.1,25.6,1.81e-19,92.8,62099.0
k141_156963,2043,2.043,175,38.59,18.89,AYV80670.1,32.8,1.99e-34,142.0,2487768.0
k141_102945,4720,4.72,404,89.08,18.87,QTE03445.1,51.0,2.55e-28,111.0,2815061.0
k141_109079,1449,1.449,124,27.34,18.87,UUT40489.1,30.8,3.6e-43,155.0,2971331.0
k141_65821,3902,3.902,334,73.65,18.87,AUI39789.1,37.1,1.0100000000000001e-29,115.0,47929.0
k141_137759,12260,12.26,1049,231.3,18.87,QBK91817.1,31.3,1.4599999999999998e-45,165.0,2506594.0
k141_86552,12859,12.859,1100,242.55,18.86,ARR74961.1,25.5,7.03e-29,127.0,1988039.0
k141_139576,7636,7.636,653,143.98,18.86,AYV76607.1,34.5,4.9599999999999995e-28,111.0,2487775.0
k141_16966,9780,9.78,836,184.34,18.85,BBI30180.1,54.0,1.92e-155,449.0,3114988.0
k141_51507,1673,1.673,143,31.53,18.85,QFG74658.1,28.9,1.11e-24,113.0,1737588.0
k141_143745,24254,24.254,2073,457.09,18.85,QFG73671.1,36.1,1.3999999999999999e-61,206.0,1737588.0
k141_119012,7905,7.905,675,148.84,18.83,QBK87987.1,44.9,7.42e-81,254.0,2506606.0
k141_2823,5109,5.109,436,96.14,18.82,YP_004063436.1,35.5,4.41e-55,186.0,696472.0
k141_76201,6824,6.824,582,128.33,18.81,YP_010086369.1,36.8,9.77e-20,84.3,1070315.0
k141_157327,4701,4.701,401,88.42,18.81,WZO85486.1,28.2,4.72e-38,154.0,2809302.0
k141_50066,6084,6.084,519,114.44,18.81,YP_001426582.1,28.1,2.24e-44,176.0,411359.0
k141_65755,8608,8.608,734,161.84,18.8,WZO87299.1,66.7,2.2e-85,265.0,2809302.0
k141_102325,7194,7.194,613,135.16,18.79,XCW88432.1,42.7,4.9700000000000004e-31,112.0,2809551.0
k141_148144,4330,4.33,369,81.36,18.79,QJX71321.1,34.4,4.28e-43,169.0,1477405.0
k141_81133,10105,10.105,861,189.85,18.79,QKF93461.1,33.2,4.1999999999999997e-67,231.0,3070911.0
k141_108208,14891,14.891,1268,279.59,18.78,AYV82329.1,38.6,6.479999999999999e-67,216.0,2487769.0
k141_110189,3022,3.022,257,56.67,18.75,SPN79811.1,26.0,2.29e-08,60.8,2126980.0
k141_139,9092,9.092,773,170.44,18.75,QBK86221.1,25.8,2.45e-09,64.7,2506603.0
k141_65891,2563,2.563,218,48.07,18.75,QBK87565.1,39.2,5.87e-34,124.0,2506605.0
k141_33648,6933,6.933,589,129.87,18.73,QDH89777.1,34.2,1.21e-06,54.3,1955172.0
k141_16718,2260,2.26,192,42.34,18.73,QBK87264.1,31.7,3.4e-18,87.4,2506605.0
k141_10312,4415,4.415,375,82.69,18.73,AYV76247.1,27.1,1.59e-30,126.0,2487775.0
k141_132581,1133,1.133,96,21.17,18.68,QDY52415.1,29.3,1.74e-27,117.0,2596887.0
k141_90753,20213,20.213,1712,377.49,18.68,QBK92099.1,54.7,8.6e-120,350.0,2506594.0
k141_101785,17759,17.759,1504,331.63,18.67,WGU26825.1,29.7,3.61e-45,170.0,4568.0
k141_29162,9943,9.943,842,185.66,18.67,AYV78226.1,50.2,1.24e-92,283.0,2487765.0
k141_23109,2150,2.15,182,40.13,18.67,AUI39789.1,31.8,3.83e-11,65.1,47929.0
k141_49942,4593,4.593,389,85.77,18.67,QIG59707.1,27.2,6.7e-40,152.0,2704074.0
k141_39016,19567,19.567,1656,365.14,18.66,AII17176.1,24.5,2.3299999999999996e-23,107.0,1474867.0
k141_175099,18914,18.914,1601,353.01,18.66,ARF12058.1,29.0,3.68e-34,135.0,1977640.0
k141_168238,4316,4.316,365,80.48,18.65,QDY52388.1,24.1,7.97e-15,77.0,2596887.0
k141_89461,3097,3.097,262,57.77,18.65,QFG73724.1,38.0,6.94e-60,207.0,1737588.0
k141_104999,3145,3.145,266,58.65,18.65,UMO79024.1,31.9,6.73e-07,55.8,2847767.0
k141_17790,15555,15.555,1316,290.17,18.65,ABY48135.1,27.8,2.65e-18,94.0,3880.0
k141_140037,2875,2.875,243,53.58,18.64,UPW42252.1,44.5,4.84e-26,110.0,2937230.0
k141_130947,9786,9.786,826,182.13,18.61,ADB85364.1,29.8,9.07e-40,148.0,38705.0
k141_74310,2785,2.785,235,51.82,18.61,YP_009665083.1,27.6,5.41e-07,54.3,373996.0
k141_163757,12201,12.201,1030,227.11,18.61,AAU95770.1,25.9,1.46e-19,98.6,296144.0
k141_62265,8869,8.869,748,164.93,18.6,AYV76625.1,28.5,3.59e-44,164.0,2487775.0
k141_114772,4435,4.435,374,82.47,18.59,YP_009174707.1,27.3,7.380000000000001e-31,128.0,1586713.0
k141_49047,7684,7.684,647,142.66,18.57,QPI16652.1,33.9,1.75e-37,141.0,2763270.0
k141_23380,4416,4.416,372,82.02,18.57,QKU33472.1,33.6,1.7299999999999997e-48,169.0,
k141_62777,5633,5.633,474,104.52,18.55,WZO87299.1,64.1,4.2e-56,187.0,2809302.0
k141_105793,19099,19.099,1607,354.34,18.55,XKM49652.1,34.8,2.29e-39,142.0,3378370.0
k141_115616,1034,1.034,87,19.18,18.55,ARF08270.1,22.1,1.23e-09,63.5,1977631.0
k141_165924,1141,1.141,96,21.17,18.55,ARF09664.1,30.0,2.14e-36,144.0,1977633.0
k141_136355,8583,8.583,722,159.2,18.55,YP_009001498.1,29.5,4.17e-14,77.0,62099.0
k141_87795,16743,16.743,1408,310.46,18.54,AYV86480.1,34.1,5.89e-15,76.6,2487774.0
k141_119436,1748,1.748,147,32.41,18.54,ARF11675.1,32.3,4.7e-20,90.5,1977640.0
k141_87112,15632,15.632,1314,289.73,18.53,ARF08289.1,35.2,5.58e-39,153.0,1977631.0
k141_85534,1642,1.642,138,30.43,18.53,ARF10911.1,26.7,2.25e-13,75.1,1977638.0
k141_92114,6286,6.286,528,116.42,18.52,AXH78870.1,31.0,8.26e-13,71.6,2202954.0
k141_908,2334,2.334,196,43.22,18.52,QKU33701.1,33.5,2.3599999999999997e-67,247.0,
